"","Lat","Lon","Time Range","Vessel IDs","Apparent Fishing Hours"
"167",68.7,17.2,"2022-11",5,69.01
"168",68.9,17.1,"2022-04",2,0.3
"169",69,17.5,"2022-11",2,22.37
"170",68.8,16.6,"2022-06",1,0.24
"171",68.9,16.6,"2022-11",1,2.9
"172",69.1,16.7,"2022-11",1,0.27
"173",68.9,16.8,"2022-04",1,15.84
"174",69,17.6,"2022-06",2,18.24
"175",69,17.4,"2022-02",3,104.85
"176",68.8,16.9,"2022-09",1,1.79
"177",68.7,17.2,"2022-04",1,6.19
"178",69.1,17.5,"2022-05",2,15.37
"179",69,17.5,"2022-04",1,5.95
"180",68.9,17.1,"2022-11",5,10.94
"181",69,17.2,"2022-05",2,3.8
"182",69.1,17.4,"2022-03",3,17.06
"183",69.1,17.6,"2022-07",2,6.69
"184",68.9,16.6,"2022-04",1,4.41
"185",68.9,16.7,"2022-02",5,47.32
"186",68.8,17.5,"2022-01",2,1.41
"187",68.8,16.8,"2022-08",5,10.13
"188",69,17.3,"2022-03",2,2.28
"189",68.9,17.4,"2022-10",3,28.75
"190",68.7,17.1,"2022-02",3,10.13
"191",68.8,17.4,"2022-07",1,3.71
"192",68.8,16.9,"2022-12",3,14.53
"193",68.9,16.9,"2022-05",1,1.01
"194",69,17,"2022-01",1,1.01
"195",68.7,17.2,"2022-05",1,2.96
"196",69.1,17.5,"2022-04",1,10.88
"197",68.9,17.3,"2022-10",2,1.51
"198",69,17.4,"2022-03",1,37.57
"199",68.9,16.8,"2022-05",3,10.28
"200",68.8,16.8,"2022-12",3,2.35
"201",69.1,17.6,"2022-06",2,7.06
"202",69,16.7,"2022-11",1,2.62
"203",68.8,16.6,"2022-12",4,5.92
"204",69.1,17.4,"2022-02",1,1
"205",68.9,17.1,"2022-10",3,7.31
"206",69,17.5,"2022-05",3,15.24
"207",69.1,17.3,"2022-03",2,6.06
"208",68.8,17.2,"2022-01",1,42.95
"209",68.8,16.6,"2022-09",1,0.33
"210",68.7,17,"2022-01",6,47.18
"211",68.9,16.7,"2022-03",1,3.28
"212",69.1,17.1,"2022-03",1,2.7
"213",68.9,17,"2022-09",1,0.67
"214",68.9,17.4,"2022-11",3,5.66
"215",69,17.3,"2022-02",3,20.61
"216",68.8,16.8,"2022-09",2,3.95
"217",68.7,17.1,"2022-03",3,8.86
"218",69.1,17.6,"2022-05",2,41.72
"219",69,16.7,"2022-12",1,16.98
"220",68.8,16.6,"2022-11",1,1.38
"221",68.7,17.4,"2022-01",1,0.46
"222",69,17.5,"2022-06",3,12.92
"223",69.1,17.5,"2022-07",2,29.15
"224",68.8,17.3,"2022-04",1,2.35
"225",68.7,17.2,"2022-06",1,0.26
"226",68.9,17,"2022-11",3,14.28
"227",68.9,16.8,"2022-06",2,10.02
"228",68.8,16.8,"2022-11",2,2.3
"229",68.8,16.9,"2022-10",3,7.11
"230",69,17.3,"2022-01",2,11.46
"231",68.8,17.5,"2022-03",1,0.97
"232",68.8,17.2,"2022-02",2,10.28
"233",69,17.1,"2022-01",1,1
"234",68.7,17,"2022-02",3,2.9
"235",68.9,17.1,"2022-08",1,0.14
"236",68.9,17.1,"2022-12",1,21.03
"237",69,17.5,"2022-07",2,9.46
"238",69,17.2,"2022-06",2,5.15
"239",68.8,16.6,"2022-10",1,0.99
"240",69.1,17.6,"2022-04",1,3.55
"241",68.8,16.8,"2022-10",4,15.02
"242",68.9,17.7,"2022-11",2,3.47
"243",69.1,16.7,"2022-12",1,1.44
"244",69,17.6,"2022-05",1,7.26
"245",69,17.4,"2022-01",2,5.7
"246",69.1,17.5,"2022-06",2,17.28
"247",68.7,17.2,"2022-07",3,2.93
"248",68.7,17.1,"2022-01",7,50.98
"249",68.8,17.4,"2022-04",1,2.02
"250",68.9,16.7,"2022-01",12,209.69
"251",68.7,17.3,"2022-01",1,4.37
"252",69,16.7,"2022-08",1,2.89
"253",68.8,17.2,"2022-03",3,11.53
"254",68.8,17.5,"2022-02",4,43.97
"255",68.9,16.9,"2022-01",2,3
"256",68.9,17.6,"2022-10",1,0.28
"257",69,16.8,"2022-12",2,1.85
"258",69,17,"2022-05",1,1.66
"259",68.7,17.1,"2022-06",2,2.2
"260",69,17.3,"2022-07",2,5.15
"261",69.1,17.1,"2022-06",1,6.89
"262",69,16.9,"2022-08",2,0.81
"263",68.8,17.4,"2022-03",1,5.95
"264",68.9,17.5,"2022-12",1,3.04
"265",68.8,17.2,"2022-04",1,1.39
"266",69.1,16.9,"2022-09",1,0.46
"267",69.1,17.3,"2022-06",1,1.86
"268",68.8,17.5,"2022-05",1,0.11
"269",68.7,16.9,"2022-09",1,1.82
"270",69.1,17,"2022-04",1,1.94
"271",68.9,16.7,"2022-06",1,0.46
"272",68.8,16.7,"2022-11",3,2.24
"273",68.7,17,"2022-04",1,3.01
"274",69.1,17.6,"2022-03",1,2.59
"275",68.7,16.9,"2022-12",2,6.36
"276",69.1,16.8,"2022-08",1,6.44
"277",69.1,17.4,"2022-07",3,17.92
"278",69,17.4,"2022-06",2,9.07
"279",68.8,17.3,"2022-02",1,8.46
"280",69,16.8,"2022-09",3,4.95
"281",69,17.6,"2022-02",1,0.21
"282",68.8,17.4,"2022-02",3,14.45
"283",69,16.9,"2022-09",1,0.44
"284",69.1,17.1,"2022-07",1,12.52
"285",68.7,17.1,"2022-07",4,13.36
"286",69,17.3,"2022-06",2,1.26
"287",69,17,"2022-04",1,9.17
"288",68.9,17.6,"2022-11",2,3.64
"289",68.8,16.7,"2022-10",4,22.58
"290",68.7,16.8,"2022-12",3,3.27
"291",68.7,17,"2022-05",1,0.7
"292",68.9,16.7,"2022-07",1,3.51
"293",69.1,17,"2022-05",1,0.43
"294",69.1,16.8,"2022-12",2,5.6
"295",69.1,17.3,"2022-07",1,0.38
"296",69.1,16.9,"2022-08",1,0.83
"297",68.8,17.2,"2022-05",2,4
"298",68.8,17.1,"2022-03",2,4.58
"299",69.1,17.4,"2022-06",2,3.31
"300",69.1,16.8,"2022-09",1,15.69
"301",69,17.5,"2022-01",2,109.34
"302",68.9,16.6,"2022-01",11,36.61
"303",69.1,17.6,"2022-02",1,0.65
"304",68.9,16.8,"2022-01",4,59.49
"305",69,16.8,"2022-08",2,1.55
"306",68.8,17.3,"2022-03",1,3.03
"307",68.7,17.2,"2022-01",6,20.26
"308",69,17.4,"2022-07",2,11.66
"309",68.7,17,"2022-06",1,0.8
"310",68.9,16.7,"2022-04",1,1.11
"311",69.1,16.8,"2022-11",1,6.13
"312",68.9,17.2,"2022-11",2,3.46
"313",68.8,17.5,"2022-07",1,0.96
"314",69,17.1,"2022-05",1,1.01
"315",68.9,17.5,"2022-10",4,5.9
"316",68.8,17.4,"2022-01",1,0.9
"317",69.1,17.1,"2022-04",1,0.44
"318",68.7,17.1,"2022-04",1,11.39
"319",69,16.8,"2022-10",1,6.73
"320",68.8,17.6,"2022-05",1,3.68
"321",69,16.9,"2022-11",1,0.28
"322",68.9,16.8,"2022-02",3,14.06
"323",68.7,17.2,"2022-02",3,2.11
"324",69.1,17.5,"2022-03",1,3.16
"325",69,17.4,"2022-04",1,8.97
"326",68.8,16.7,"2022-08",5,18.02
"327",69,17.2,"2022-03",1,1.18
"328",69.1,17.4,"2022-05",3,18.4
"329",69,17.5,"2022-02",3,48.81
"330",68.7,16.9,"2022-10",6,15.66
"331",68.9,16.6,"2022-02",1,2.95
"332",68.9,17.5,"2022-11",3,15.1
"333",68.8,17.2,"2022-07",2,2.85
"334",69.1,17.3,"2022-05",1,1.47
"335",68.9,17.2,"2022-10",2,1.1
"336",69.1,16.8,"2022-10",1,6.29
"337",68.9,16.7,"2022-05",2,1.99
"338",68.7,17,"2022-07",1,1.74
"339",68.8,16.7,"2022-12",5,18.68
"340",69,16.6,"2022-11",1,2.15
"341",68.9,16.9,"2022-02",2,2.12
"342",69,16.8,"2022-11",2,15.76
"343",68.7,17.1,"2022-05",1,6.7
"344",69.1,17.1,"2022-05",1,3.19
"345",69,17.4,"2022-05",1,9.16
"346",68.9,16.5,"2022-01",1,1.36
"347",68.7,17.2,"2022-03",2,6.3
"348",68.8,17.3,"2022-01",2,14.43
"349",68.9,16.8,"2022-03",2,17.51
"350",68.7,16.9,"2022-11",2,6.72
"351",68.9,16.6,"2022-03",1,1.07
"352",69,17.5,"2022-03",1,7.8
"353",69.1,17.4,"2022-04",1,2.8
"354",68.8,16.7,"2022-09",3,2.1
